doc_type,subject_code,semester,interview_round,participant_role,participant_id,speaker,turn_index,text
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,76,"I guess it, it can be positive, like I can see the positive impacts of Gen AI in terms of even in my work, as I said, and personal life, and I always give these examples to my students, as I mentioned, like I even tell them like, hey, like I was traveling once, 1st time in this country, and then I arrived there. I had like 8 h, and I asked, ChatGPT, hey, I have 8 h. What do you think? Should I go to the airport in a hotel and stay there or… and then it gave me such a great itinerary that day. What to do, where to even sort of like park my suitcases, and then where to get this thing and which gate to use. And so I always say that, hey, this is an amazing tool, even for your personal life, and I understand I'm not telling you not to use it. But then, when you're using it. Remember these things…So yeah, it's good for the students to use it definitely. Yeah, and it can help them in terms of summarizing ideas, even articles like in other subjects, which I'm teaching is about media on media studies…so even what we're doing during the tutorial, we're getting them to sort of..there are certain sub concepts to get those concepts, go back to the lecture slides, get the definitions, but then go to Gen AI, ChatGPT whatever and then also get some sort of responses from there and then compare them. And I guess, like it's a very, it's a great tool. And this way the students, and even giving the whole sort of article or book chapter to Gen AI, get the summary, compare it with those things. So in those ways, Gen AI can be very helpful, I guess, especially for those students who kind of like they don't really like reading much so this can be something like, because they dread even looking at something like 30 pages, 20 pages. But by doing that I saw that how amazing they were kind of like, oh, all right, so it can simplify it for us. We can get what we want. And it just made sense to them. And I could tell right away like they showed more interest in this subject. So yeah. I guess it can be a great tool if you know how to use it for educational purposes. Interviewer: Nice great examples on both sides for negative and positive impact. Cool. Thank you. Next question, while marking, because you also mark for your subjects right? Did you observe whether students were able to critically evaluate AI generated content, or did they tend to rely on it without verification?"
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,77,"I'm not sure if I understood your question. I mean. Interviewer: Maybe I can also copy and paste it really quick in the chat makes it easier to follow along. So while marking, did you observe whether students were able to critically evaluate AI generated content, or did…?"
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,78,"How? How am I supposed to see that? Like, I'm not sure like, why, in what sort of context we're talking about it. Like to evaluate AI created content. So what do you mean by that, or how you mean that? Interviewer: For example, if students were referencing generative AI in their work…"
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,79,"To provide a critic about what the generative AI has given them. The response is that what you mean? Interviewer: Yes, so it was apparent that they're not just copy and paste it, or like just solely use this as their single reference. But at the same time built up even more around what has been provided through generative AI as an example."
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,80,"Very good point, but I never looked to be honest. I've never looked into that that in that sort of like with those with that kind of sort of concern. Because, yeah, I mean, we have this thing that they need to really disclaimer that if they have used any GenAI, they need to really provide screenshots of their sort of correspondence with the AI or whatever they had. But I'm not sure, I never actually, I just visited that quickly and I saw right, so this student has sort of like provided the screenshots as we requested, and they acknowledge that they use the AI. But that's the way. But they haven't copy pasted. Not sure if, like. I never paid attention to the critic or anything as such about GenAI. But we had actually, I guess we have…I'm not sure for information system for other subjectsm we have this where they get the response, like, even from again the media studies, we get them to sort of like when it comes to data to sort of use ChatGPT or any other sort of AI tools for the definition. And and then also what we provide thought  and where we just like, we don't mean just binary sort of figures and values or not. But we're talking about the sensory things. And then to show them, hey, what you get from GenAI is not quite the exact thing that you need to use, and it can give you the wrong. Or we had other instances like, yeah, the teaching purposes. But that's as far as I can tell you, really. But yeah, so no. Interviewer: Have you maybe seen misuse of generative AI within student work?"
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,81,"Yeah, I mean, we had instances when we reported them where they got really actually detected by…not again at UTS but at UNSW, again… we have this on Turnitin we have this AI score as well. So it goes above 0, then that means that they have. And I had acouple of students they had like one, was the AI sort of similarity was 70%. The other one was quite high. So we reported them under the rest is with the integrity team. Interviewer: Interesting. Do you, do you feel like this tool is useful at UNSW, or it has also some drawbacks?"
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,82,"No, no, we definitely don't want them to copy paste from it. We encourage them to use them, but we don't want them to get the ride up from GenAI and submitted right? So that's the thing. That's the point. Interviewer: But I mean Turnitin the way it is used at UNSW, would you wish to see the same strategy at UTS?"
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,83,"Oh, you mean if they have used AI! Well, I guess that it that would be good. Actually, if we we have sort of like a comity where we we do have that at UTS as well. But I'm not sure if…I guess UNSW is a bit stricter when it comes to to that. At least, that's that's how I actually see it. Or at least it can get flagged. Interviewer: Do you maybe have any strategies or interventions in mind that could support the development of students critical evaluation skills in regards to generative AI in future offerings?"
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,84,"You mean to critique AI, or the use of AI? Interviewer: To use AI in a more sensible way, so you don't just like rely on it, but you also critically engage with it."
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,85,"Yeah, I guess I gave you a few examples where I don't know if you've noticed, bu to even bring this to student attention. So I guess what we have at UTS now, so the sort of disclaimer to show us how they used AI that gives them a little bit of more understanding that, hey if I'm using it, I have to take responsibility and be accountable for it, and I can't copy paste stuff. I guess the other things like to show them that how Gen AI is never perfect, and it can sort of like again the hallucination, or even sometimes it just creates these references which they don't even exist, and whatnot so…maybe allowing the students to be able to see those instances and for them to understand that all right, so they can't solely rely on it. They can...it can assist us, but they can't really 100% rely on it. And critically looking at it, because I mean, again, it comes to yeah, perhaps these things can be I don't know, somehow included in those subjects or different subjects. Somehow, perhaps that could be more useful. But again, this is something that all, I guess academic institutions now dealing with it, and the concerns around how the students use AI and how they can critically look at it and use it. Obviously, that has been an open discussion for a while and an ongoing discussion. And yeah, I guess that is more comes with the awareness, like really to raise the awareness and perhaps creating some even sort of lessons, or including some modules, or even trainings, for them to be able to see or do that comparison, and that can really be helpful to them. Yeah. And then, I guess, encouraging them to use it to help them to look at things from various perspectives, or help them summarize things or help them to this and that, but not only relying on that which, again, yeah, can be a very useful thing. Interviewer: Okay, awareness is a good topic that I want to talk next about. To what extent were students aware of ethical guidelines for using generative AI in their assessments? At least the assessments that you saw. What was your impression?"
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,86,"Try to remind them about it, like in each subject. But also it's always now part of every subject outline. So the in the course content and subject outlines we have, and for each assignment we also have a section about AI, and how they need to be sort of like accountable and responsible for the use of AI, and the fact that how they can use or whatnot. I guess there has been this included, and I guess, like in classes, most time. We try to also bring that to their attention as well. Interviewer: There was a rather high awareness around this, or even though there's so much provided, there was little awareness."
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,87,"I wouldn't call it little awareness. I know that students, they know about it. I know that if the really high achieving students, they would always keep that in the mind. But I guess they try to keep it…to actually ignore it sometimes you know what I mean. So, it doesn't mean that they don't know about it, that they shouldn't use it but they still make an attempt…They try to use it in a way that might not be so if they're really cheeky, well, they actually can turn a blind eye on it. But yeah. Interviewer: You mentioned already a couple of things. But maybe we can go back to this point real quick…what strategies could even further improve their understanding and application of these guidelines that exist?"
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,88,"I guess, as I mentioned, I'm repeating myself again, perhaps trainings, perhaps... Yeah. I mean, we already doing, we've already actually at sort of university level…we've started implementing and also embedding those AI sections in every subject outline, material assignment, material assessment material. So I guess these are all good positive steps. But what what we've been doing, for example, for information system…yeah, I mean, the students get the chance to work with different tools of AI, and we have this, for example, we had this lesson where they get to use sort of Copilot and different sort of AI versions, and they compare the responses and whatnot which is which is good actually. I think, for them to be able to see how these tools or platforms can help them. Yeah, definitely. These are the things that I consider positive sort of steps towards this awareness. Interviewer: okay, next question. You already mentioned one of them but maybe you have another example in mind, did you encounter any ethical concerns, for example, over reliance on AI, plagiarism, misuse of AI tools. You were mentioning the presentation that solely relied in the end on GenAI."
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,89,"That was the, there was a voice over, yeah. So yeah, I think I gave you already, a couple of examples at least, if not more. So the voice over, I had a couple of students, not at UTS, but where they had sort of the high similarity level AI report which they got detected and noticed. And you know we had to, actually, I had to sort of there were, there's a special form that you need to fill up and you know, screenshots of the student assessment task and whatnot. And then you leave it to them. And then they would decide in the committee, on the right approach and consequences for the students, for their misconduct behaviour. So I'm sure that the students they use it. Some might be even sort of more successful than the others to use it and get away with it. But honestly, these days, I mean, it's very hard to tell, like I mean, especially when it comes to marking assignments because we're dealing with a like considerable volume of assignments, though I'm not talking only about information systems because we don't have really much. I mean, the load of marking is really a lot lighter and better. But I mean for the other assignments, like, for example, PMP that I've been doing for several years. We have a lot of assignment and assessment markings, interim reports, final reports and it's just like we're constantly. And then imagine when you have so many students, and then you have to go through them, and you can't really, every single time, just like always oh is it AI? and then I can guarantee Fabian like several years ago, when I…marking, was a headache. Some of the sentences were so broken, so badly written like I mean, honestly, you would have felt like I wanted to hit my head to the wall because I could. It didn't make sense. Now, all of a sudden, after AI, like writings are almost perfect. I mean even. And it's either…I'm talking about international students where the English is not their 1st language. So you can only tell how all of a sudden, like we had this sort of jump in terms of academic writing. So definitely, there has been these improvements, not just because it's not because we have like all of our students, all of a sudden they are 100% fluent in English writing and great writers. But I believe that that comes from the fact that they're using AI 1 way or another, and also like some tools like I mean, not only well, I mean, they are also like grammarly this and that, and so many translators whatever. So I mean, it is obvious that this change all of a sudden, and this sharp lift in the academic level, definitely comes from somewhere, and that I guess, like we we both know where it's coming from. But yeah so how to really detect a hundred percent certainty where everybody's using it, I guess, like we just need to accept it as a fact. But then, encouraging the students, hey, use it, but when you're using it, don't copy and paste it. Try to put it in your own language. That's a fair sort of I guess, request and requirement. And that is what we've actually, I guess everybody actually arrived at this decision now, because we kind of we know that it is impossible to stop it, and there's no need to stop it. Why would we even do that like? If it's there and everybody can use it? Then let's use it. But then how can we integrate that in our education system, in our studies as our sort of like study buddy or whatever to help us to. Really. So I guess that's a great tool. Interviewer: I agree. Yeah. 100%. I think it's actually the turn for university to make a move right now, and to show how they can adjust. It's less the students fault, in my opinion, if there's like misuse around generative AI, it's more like university have to move quicker to really adjust to those changes."
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,90,"Absolutely. Yeah. Interviewer: And this leads me to my next question. We already talked about the fact that there is subject guidelines that there's some activities around generative AI. From your perspective, how effective would you see those current subject guidelines for assessments, for subjects itself, for those tutorials, or even the activities and the resources provided in subjects around generative AI."
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,91,"In general. Interviewer: In general, yeah."
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,92,"I guess that's the repetition of what I've already mentioned. So I guess, like, it's been a good sort of inclusion and addition, and the fact that we are, so these sections about Gen AI has been has become part of like every assessment, assignment, subject, outline, and definitely it is very hard for any student to miss that, and you know and the fact that. Interviewer: But in terms of their quality…in terms of their quality of what has been provided. Not, I know it's provided but what do you think about the quality of."
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,93,"It's more like instructions and guidelines. Right? So the quality is, it does serve the purpose. I can't see how it can be improved, because I guess so far, like I mean, I don't know. I mean, perhaps I haven't thought about it as much, but I guess the way it is, it does the job for now. Yeah. Interviewer: Then let me look into the last 2 questions. I feel like the last course. The second last question you already answered. It's kind of like looking ahead. What improvements would you suggest for integrating Gen AI tools more effectively into assessments and learning activities? That is done Interviewer: But the last question for today is what types of resources, support, or professional development would be most valuable for you as a tutor, to help you confidentially teach in AI integrated subjects in the future?"
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,94,Confidently. Interviewer: Confidently sorry.
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,95,"Confidently to teach AI tools to the students, is that what you're asking? Interviewer: Yeah, like, what types of resources would you like to see into or support or professional development that would help you as a tutor to teach in this new, AI-integrated world of subjects."
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,96,"I guess, as we just already discussed, perhaps like could be good, perhaps if we have some trainings around.. I don't know what is available, what can be done, maybe more than what we are already doing? In terms of AI, and how we can. That could be a good step actually. So to, even in terms of bringing more sort of consistency to the teaching team. I guess that'd be good. If I mean even like there would be some trainings around that, because, as I said, I mean well, I mean, we both know that there are different AI tools at the moment like and perhaps a lot of us. We're using one or another more than other tools, I mean. As I said. I'm only using ChatGPT, but I'm sure that there are other like Copilot this and that like, I mean, they can even be more useful when it comes to it, I don't know. Creating. Powerpoint slides like you give the material and say, hey, help me with this and that. So that's a cool thing. And we have AI now for every profession. Now we have it for lawyers. We have it for education. We have it, for I don't know if you're a designer, we have it if you're an architect. So I guess to perhaps the training could be around what sort of AI tools can be used, and how you can sort of like implement like this, these AIs into your teaching, or how you can get some help from them. That could be a beneficial, I guess, training provided to us, but also like in terms of the perhaps, the what university wants us to really look into. And you know. Consider in terms of and deliver to the students like in terms of AI, how to use it or whatnot. We have that, but maybe more sort of like in a more constructive way. So that can be, this can be sort of helpful, I believe. Okay, nice. That's about it. Thank you so much for your time."
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,97,"No, worries, Fabian. All the best with your research. Interviewer: Thank you. Do you have any other questions for me, or."
tutor,31266,Autumn,Third,tutor,AUT-P04,AUT-P04,98,Not really.
tutor,31269,Spring,First,tutor,AUT-P04,AUT-P04,1,Interviewer: I hope it's okay if I record this session for data analysis.
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,2,"Yeah. Interviewer: Nice, okay Maybe I'll give you just a quick introduction to what we're gonna talk about in the next couple of minutes."
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,3,"Yeah. Interviewer: So, basically, this interview session is to reflect on your experience teaching in an AI-integrated subject, like 31269 is, and we will explore your familiarity with generative AI tools, how they were used or observed during the semester, and your general thoughts on student engagement, ethical concerns, and the support provided by university, by the subject coordinator, and so on. And this study is part of the FFYE grant, which is a first and further year experience grant. Basically, it captures first-year students, and this study aims to understand how students engage with AI-integrated assessments and how they develop evaluative judgment skills when working with those tools for learning and reflection. The ultimate goal of this study is to, maybe based on the insights, to help shape future assessment strategies, and also improve curriculums of subjects like 31269 that are part of the BIS courses at UTS. Yeah, so that's the broad overview of this interview study, and that's why you're also invited, as well as all the other academic tutors in this subject."
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,4,"Yeah make sense so far, or… Yeah, that makes sense.. Interviewer: Nice, so I think we just go through the interview questions. I have some interview questions prepared. I will always post the interview question also in the chat, so you can read along. Makes it sometimes easier. Yeah, maybe let's just…start straight away with the first question, and the first question is, what was your level of familiarity with generative AI tools before teaching the subject?"
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,5,"Okay, fantastic. Interviewer: Briefly describe specific tools you used, or you, yeah."
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,6,"My Personal? I think, yeah, I… I used to… to go and check, I mean… In my day-to-day work, I have, like, an internal tool. I can’t disclosure the name, but I have a GenAI tool to… that helps us to find out some documentation, some NOLID-based information. And, also, from personal purposes, I use Gemini, I use, also, sometimes ChatGPT. But usually, I just like to go to the Gemini, because it's a Google tool, and I think it's easy to use, and it provides some APIs for us to configure, and then just going through and just explore more things, for example, development size of things. Visual stuff, so let's say you want to create something for, any particular brand or any particular marketing purposes, that's also good. So, yeah, I used to work on those ones before to teaching. Interviewer: So quite familiar with those tools?"
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,7,"Yeah. Nice. Interviewer: Great. Next question, and you were already talking about some of it for your professional work. How frequently do you use generative AI tools in your professional work? Let's say teaching, administration, research, maybe also for you in industry?"
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,8,"Okay, to be honest, it depends, the purpose of… oh, not the purpose, but when do I need to use those ones, but usually, if I just wanted to use those ones to check, let's say, grammar, or let's say the structure. If I wanted to summarize some of the responses or text that I wanted to share with some formal people, or something like that, I used to go to Gemini and just do that one. For my day-to-day, I use that one frequently to find some good resources. We have, like, a database repository, and then that GenAI tool was created to just extract some information and help us to figure it out, which one is going to be the best resource to support some of our work. So…to answer your question about how frequent do I use that…it depends, so, for example, a week I can use one… twice, maybe one or two days, but no whole day, just, like, a few minutes, or maybe one or two hours maximum, because if just… just to do a quick search. That’s what I used to do, and if I have all, let's say for the grammar or the structured stuff, I just used to prepare everything beforehand, and then just run it on those internal ones, and then just use that. But no, to be honest, I am not really a fan of using those Gen AI tools too much. For coding perspective, probably… I was teaching another subject. I just used to… I just used to, manage some of the tools to run some scripts for some of the subjects, technical subjects that I used to teach before, but just to test if the script was right for me, or for my students, or for my lecture, or for my tutorial. But yeah, a part of that, no more… no more than that. Interviewer: Okay, great, hank you so much for those insights. Next question. So, prior to this subject, had UTS provided you with any training, resources, or support on the ethical use of generative AI in education?"
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,9,"I remember I was working in LX Lab and at that point, we were… I mean, they were running some of the… I mean, that was pretty high level because at that point, or at that time, they started to find out that, the new era of Gen AI tools, they are just coming. So we were discussing something about the vertical stuff and all of those things. So, I just received from them some training b ecause they support, the teaching staff, doing everything in Canvas, and all of those things. So they start doing that. They didn't have, like, a proper tool to manage all the, let's say, all the documentation, information, anything like that, but we just received a training. That was a short training and that helps us to understand and be mindful of how we have to use those GenAI, and also how we need to treat those GenAI tools with the students, and also within the classrooms, and also with the teaching.. I would say with the teaching semester, or something like that. But yeah. Interviewer: How useful did you find them, or maybe what other additional support or training would you like to see being offered by UTS?"
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,10,"Okay, I think that was useful at that time to know what to do but, it should be good for… for us, or for the… for UTS to just have like a bit of strategies on how can we approach to the students that they are using the GenAI tools frequently, and how can we just catch when they are using that in the right way, let's say to learn, and not to just, let's say to attempt to present some of the assessment of weekly tasks using GenAI instead of their minds, so I know that is a bit tricky to do it at the moment. But probably maybe some strategies for us to be prepared, and just if we just find out any similarity on information, just not Turnitin.. it's just maybe some similarities with GenAI, or some strategies to pick some of the, let's say information or data that is just taken from some of those tools…Just to alert us and say, hey, those students are just using Gen AI and all the subject or all the material or everything. And then, how are we going to approach those students? Are we going to penalize them? Are we going to maybe, use a different strategy to just let them know, hey, this one is not the way on how to use it, please just follow those resources and find out some test cases for you to be aware of this one, because you need to use your mind or your knowledge, your own logic, instead of the Gen AI to logic, or something like that. I think that should be one thing, and the second thing is, from governance perspective is how are we treating that from compliance and regulations, from academic perspective, and also from a student perspective. If that's something which is, which will be penalized, or if it's something that needs to follow some procedure from, let's say, governance and compliance and, the another one is, from ethical perspective, what is the guidance on that? I mean, I have been hearing a lot of discussion about the ethical in Gen AI, but what exactly is that, and how can we just provide that information to the students, and also for them to be aware of the implications. So I think those three sort of things are the things that I was thinking, yeah. Interviewer: Great, thank you. Back to where we started, but now looking closely to, or at 31269, how did you integrate generative AI into your teaching or assessment feedback? during this subject."
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,11,Wow.
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,12,"To be honest… To be honest, I didn't… I didn't use any GenAI to provide feedback. First of all, because that subject is purely from technical side, I mean, it's… I mean, it's… it's between business and technical, but, we have some approach, we have some patterns to follow, we have some templates already provided to the students, so there is no way for them to maybe… oh, for us, not for them, for us to probably ask ChatGPT or some of those GenAI tools to provide feedback based on this report. So what I used to do, and I think probably I am an early school, is, is just to go into the documents, read everything and then run some tests before that, and then assess. So, for example, when I say test, if I need to review some diagram, I used to create the diagram before, then have the diagram for myself, and then based on my diagram, just start writing my feedback, and then providing the feedback to the students. And also, we have the rubric, right? So we can follow the step-by-steps of the criteria that we have in the rubric, and based on that, we can provide feedback. So I think that's better, instead of using Gen AI tool to provide feedback, because that will probably have a gap with the students. Sometimes there is a gap. And in the reports, I mean, I have been…I have been facing some particular, I mean, issues. not myself.. I mean, in some scenarios, when people just used to run the entire reporting to some of those Gen AI tool and they are just doing some bridge on the rules and the regulations, just putting those details there. And also, with the answer from those tools, the answer is not accurate, and it's not, like, an in-deep…I mean, analysis behind that, which just guide me to think, hey, no, I think that is not a good idea. So, in summary, no, I don't use that. I didn't integrate, to be honest. If it's… I mean, if that is the way on how are we thinking about integration is, for example, if I have let's say, yeah, Copilot, right? And how can I use Copilot, to provide feedback or something during the subject…, so I didn't use that one, to be honest. I don't like to do it. Interviewer: And for teaching and tutorial preparation?"
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,13,"For teaching… I think for teaching preparation, that's good, but again, I… I just use that to check, for example, some resources. When I get those resources, or let's say if I am preparing let's say one topic, sequence diagram, for example. If I'm preparing that one, I just ask for, just to provide some example on the sequence diagram. But usually they are inaccurate, so I have to go and revisit, but I just checked the resources. So, for example, I used to provide to the students some dummy resources for them to understand what to do from the beginning that is something that I used to do, just to pick some of the resources, tested those resources in the right web page or something like that, download those one and share that. So, it's useful to prepare. But you have to use your mind and also use your experience to test that information. Interviewer: All right, great. The next question, I feel like you answered already a lot of it. It's, in your opinion, what were the most significant challenges in incorporating generative AI into your teaching or assessments? For feedback, you already gave a good answer, I would say, in terms of challenges, but maybe you can also think of some challenges in terms of teaching."
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,14,"Yeah, that's… that's interesting. I mean, for… for this… for this particular subject, as I am not involved 100% in the teaching preparation or in the material preparation, because that is something that the lecturers and the subject coordinator usually do. The tutors, we only have the documentations, but as I say, so I wanted to be prepared and go to the student with some exercise and example before, in that situation is where I use. So some of the significant challenge, was because I was thinking to incorporate some of the tools, especially Copilot, because we have access to that… is the inaccurate information that I couldn't find sometimes. So, probably now, that is different, because a lot of organizations, they are using Copilot and most of the Gen AI tools, but when I just did it, I think that was one or two years ago, I think one, one and a half years ago. I was just teaching… I was just coordinating one subject, when I was at uni. And, I tried to incorporate new content, just create some separate modules, just for that particular subject. But when I just wanted to find out some real test cases. That was… I mean, the information that I got was inaccurate, so I have it to go through and read, so you have to double test it…Which is something that we used to do, right? But, to be honest, I prefer to go to the resources that I like, the databases that I know, the key resources that I know, and just double-check that the information is right or not. But for coding perspective, that's good. So I just tested, I just reused some of those ones, changed some of the naming conventions for those ones. And just explain to the student what is the meaning of those ones, because usually the student go through and run the same thing, and they will find out the same. So what I did is just test it by myself, but reusing some information. So I think, the challenges sometimes is that…depending on how you approach those questions through those, GenAI tools, is how you can get the right information. But if you don't know how to play around with those applications, that is… that is going to be tricky, and that is going to double your work. Just to review and to redo things. So yeah, I think that's my… My takeaway from this one. Interviewer: Alright, thank you for sharing. Next question. In your observation, did the use of generative AI tools influence student engagement, learning approaches, or assessment performance? Also looking at 31269?"
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,15,"Learning approaches. Yeah, I think... Interviewer: Can be positive and negative, both. I want to hear both."
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,16,"Yeah. Learning approach that's going to be…that is going to impact a lot in the learning approach, because… I think the students are just getting a bit lazy sometimes. I mean, they used to be like that, but now they are getting more because they believe that if they use GenAI, quickly they can get any tax or any assessment done, right? From us, it's a little bit of more work, because we have to double-check the work that they are doing. Probably with the Turinitin tools, we can just find out the similarities in some of them, but we have to just review those one again. But I think, the learning approach is one of the things, because, they can think, hey, GenAI can solve everything. Right? Or some of the tools. But they are wrong, because they need to put a little bit of effort and review, and make sure that everything is aligned. So I think that is one thing. Student engagement…not really. It depends as well, because for… for 31269, they are still engaged. But maybe for some part of the assessments I think they are not too engaged, because they think, for example, if we ask for functional… sorry, for non-functional requirements focused on security and, let's say, performance. They used to go to ChatGPT or Copilot and ask for that. Just provide some context, and they can get that copy and paste. That's all, right? So probably that's the only thing that I… I can just mention, but more… but from, let's say artifacts perspective, how to build the requirements and everything, they are really engaged with the team, so which is good. And for assessment performance, also is impacting in negative ways, because, I think they are still using that, and they are not acknowledged the use of Gen AI, so they are forgetting that and, and also they are not using the right resources. They have not referencing them, in any document, in any formal report. So that's going to impact them as well. I mean, that is my observation. Interviewer: Alright, nice. Thank you for sharing, Will."
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,17,"Yeah. Interviewer: Next question, you already mentioned just one, not acknowledging it. While marking, did you observe whether students were able to critically evaluate AI-generated content, or did they tend to rely on it without verification?"
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,18,"Okay, yes, I think they… they did, and we have some of the tasks, I think the subject coordinator, she… she has started adding some information… not some information, some tasks for them to have a look on the GenAI tools and maybe just compare what they… what they get from GenAI and what they get from themselves. Just to see the accuracy on that. And I think that was a good example and a good strategy for the student to be aware that the work that they are doing is better than the work that they can get from those tools. Because they can think about… I mean, they can have a deep analysis and deep understanding on the case study, and based on that information and that mindset, they can just start creating, brainstorming, and doing stuff…instead of just going directly through the tools. So, I think that is interesting, because they are aware of that, and I think that is why, they just prefer to do the artifacts by themselves, because they find out that we know that if we go through those tools and just find out which one is the diagram or the artifact, we can just find out that everything is just copy and pasted, right? So… but I think, yeah, that is one of the strategies that we use. And, the other thing is, in class, I used to provide some examples as well before to start the weekly task exercise. I just create my own example. That is not from the weekly tasks, let's say, for this week, just… I just…just tell them based on the previous task. So, I just developed that task, I just reused what the team did for that task, and then I just asked through Copilot, or just generate through Copilot some particular example, and then I just put and compare. I didn't do that every class, I just did that one when I just feel that the students are… they are not performing well with that activity, and I am feeling that they are using Copilot to generate some of those answers. So I used that one, and at the beginning of the class as feedback, I just put it down on the screen, and start doing some 5-minute feedback on that. And then I think that is another strategy for them to be aware that, hey that is not a way to use those tools without, our validation. Interviewer: That's a great approach. I really like this approach. Excellent, nice."
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,19,"Yeah. Interviewer: Alright, thank you for sharing. Next question, to what extent were students aware of ethical guidelines for using generative AI in their assessments?"
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,20,"Most of them… no, some of them…were aware of those ethical guidelines as per the subject online, and also as per the projects that we usually run. And also because, in my experience, I used to start the session just, putting the rules just at from which are we going to have in my classes. So one of the rules is this one, it's just the ethical guidance. And, I think they are aware of that, and I also highlight those sections in the subject online for them to be aware. And also in the FAQ section that we have in Canvas. So, I think I always refer to them to those ones. And from, industry perspective, that is something that I just highlight. I just told… I just tell to them, or told to them..hey guys, this one is how these particular topics… this topic is hold in the industry, because we have to be careful on how are we using that. So I just put in some of the latest news, for example, around consulting, around, let's say, what was happening in Optus, what was happening in Deloitte, what was happening in some of the organizations, for them to know what… which one are the implications behind the use of Gen AI tool. Interviewer: But you would still say only some of the students are really aware of the ethical guidelines, right?"
tutor,31269,Spring,First,tutor,SPR-P01,SPR-P01,21,"Some of them, yeah, not all of them. Interviewer: You already mentioned some strategies that you're doing to create more awareness. Do you have maybe some more in mind, some more strategies that could improve their understanding and application of these guidelines."
